"","GTEX.111VG.0526.SM.5N9BW","GTEX.117XS.0526.SM.5987Q","GTEX.11GSO.0626.SM.5A5LW","GTEX.11NV4.0626.SM.5N9BR","GTEX.132NY.1026.SM.5P9IY","GTEX.13NZ9.1126.SM.5MR37","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55G.0726.SM.2TC6J","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFC4.2626.SM.5P9FQ","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZYY3.1926.SM.5GZXS","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000241362",39,29,26,27,32,18,42,25,27,58,21,61,3,42,17,26,32,15,22,33
"ENSG00000140527",162,126,164,121,205,237,170,144,243,262,89,214,6,147,79,136,142,87,70,90
"ENSG00000259561",8,2,10,7,8,20,4,1,7,16,0,12,2,1,0,4,3,5,1,1
"ENSG00000206590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166823",74,87,94,176,223,65,44,42,134,158,118,92,20,69,206,116,148,106,88,18
"ENSG00000259441",0,2,0,1,2,0,0,1,0,0,0,3,0,3,0,0,0,2,0,0
"ENSG00000188095",30,10,0,18,33,30,27,4,20,5,12,0,4,34,1,9,22,18,5,3
"ENSG00000166825",1892,1102,256,684,1551,2611,1801,1227,1429,601,1243,1304,781,2886,1295,1852,1661,1726,1087,2185
"ENSG00000157823",1962,1826,2461,2668,4374,3250,4347,2249,4159,2541,2560,3899,706,2780,6138,3630,4061,4425,2413,4688
"ENSG00000264966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000259677",14,8,0,2,6,10,11,18,10,7,7,3,2,5,4,10,7,2,4,14
"ENSG00000264796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000212420",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000252645",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000242498",904,1075,854,632,1176,1602,1536,979,1905,732,1030,1280,246,1158,1662,1101,1807,1634,876,1300
"ENSG00000259273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140548",1211,635,1205,1237,1393,1831,1062,1022,965,785,1174,864,389,1249,1432,2141,1184,1024,673,1108
"ENSG00000265871",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259291",75,24,40,87,144,72,78,77,121,99,71,46,20,109,120,188,96,53,77,75
"ENSG00000182054",1963,1111,1194,3269,2586,2409,2164,1462,2338,1184,2434,1192,769,3253,4031,4854,2725,2423,2799,1639
"ENSG00000259685",0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000263714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000185033",3295,3874,15353,5345,8027,8417,5747,11827,6795,5429,5357,10224,1432,14733,14455,8227,8399,7009,4274,7557
"ENSG00000240470",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000225193",4,2,4,2,15,9,3,30,3,14,6,24,5,8,10,18,16,4,2,17
"ENSG00000185043",3245,2784,3899,5047,4849,5127,4727,3867,5104,2839,3262,4357,784,6409,9542,8662,5602,4945,3059,4358
"ENSG00000183208",66,47,73,101,148,161,171,58,144,110,138,130,47,91,180,248,150,154,103,87
"ENSG00000259894",9,2,0,7,18,12,9,5,16,14,12,21,5,0,9,31,3,6,2,7
"ENSG00000213471",38,19,29,59,78,30,26,23,31,35,37,42,13,79,36,98,24,20,39,8
"ENSG00000182768",4413,5215,9085,5406,8050,8631,7769,5671,10593,4595,5172,7847,1344,6600,14181,8503,10982,8631,5716,7854
"ENSG00000228998",279,313,449,464,581,669,420,529,664,428,250,422,145,449,735,702,524,524,327,565
"ENSG00000270322",2,0,0,1,2,1,3,3,3,3,4,0,2,1,2,4,1,1,5,1
"ENSG00000271396",4,5,2,12,11,16,6,23,6,14,5,20,2,4,8,16,8,6,5,15
"ENSG00000214433",1,5,1,5,15,3,6,8,5,4,6,6,8,3,4,10,5,5,5,8
"ENSG00000242620",0,0,0,0,0,4,2,3,0,2,1,1,1,0,0,3,0,1,0,0
"ENSG00000221309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238244",1,1,1,1,6,4,4,3,1,1,2,4,2,2,2,0,4,0,5,5
"ENSG00000196391",171,161,274,128,447,394,299,314,307,323,156,523,51,192,294,293,225,226,161,203
"ENSG00000259262",3,0,7,2,1,6,0,8,10,4,2,6,4,12,2,6,2,1,1,0
"ENSG00000140575",6832,9952,11574,8663,10063,11411,11548,22013,17578,10126,10375,22650,3037,12438,23765,16368,15940,13435,8262,15808
"ENSG00000259177",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"ENSG00000140577",3322,4291,6866,4250,4364,6441,5943,5554,6344,4072,4320,6913,1583,5383,6556,6319,6876,5682,3358,6384
"ENSG00000259212",9,8,2,4,7,18,12,18,6,16,7,1,2,9,6,16,7,3,2,7
"ENSG00000259314",5,10,7,21,10,15,28,21,9,21,8,24,8,22,15,29,10,5,7,12
"ENSG00000259736",17,16,25,15,15,7,14,12,30,2,11,32,8,9,31,23,20,7,15,9
"ENSG00000259746",7,4,6,24,11,5,11,14,5,9,8,9,4,6,8,4,6,2,3,7
"ENSG00000245479",6,4,8,5,35,14,26,23,6,5,4,34,6,20,8,14,7,18,17,19
"ENSG00000197299",108,60,98,666,93,263,61,36,62,54,210,53,86,149,71,1059,70,69,156,59
"ENSG00000200677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259704",21,31,53,51,106,19,29,15,86,31,16,33,3,24,56,68,40,49,19,19
"ENSG00000241869",2,1,2,0,15,1,3,1,2,1,1,1,1,1,1,10,2,0,0,0
"ENSG00000140564",6640,5647,21215,6750,13551,12751,12108,11662,13011,5090,11511,11084,2168,10574,25006,10612,18623,15242,7451,16605
"ENSG00000182511",2653,1796,1683,1620,3011,4094,2274,4003,1819,1799,2305,2502,662,4083,3347,4406,3178,2545,1625,1756
"ENSG00000196547",5462,5963,8432,6123,8653,10828,8977,11021,7070,6317,6216,7826,2506,10997,10286,12350,8906,7599,5698,8352
"ENSG00000140553",3055,2793,3506,3427,3640,5381,4669,4341,4255,3533,3906,5409,1146,5796,7195,5767,5850,5590,2925,4263
"ENSG00000184508",216,155,339,294,354,338,323,269,406,282,330,268,53,311,531,491,435,292,396,233
"ENSG00000224441",10,6,8,8,11,2,4,15,6,8,1,5,0,1,1,6,6,2,5,2
"ENSG00000258384",83,35,8,88,42,116,73,102,22,58,23,30,18,57,57,112,8,10,43,18
"ENSG00000166965",1097,955,957,1248,1572,2045,964,1092,961,1162,790,1830,258,1297,1313,2442,887,753,1150,480
"ENSG00000198901",148,249,177,714,208,340,252,232,290,200,308,389,208,762,261,1212,325,246,206,414
"ENSG00000258725",6,5,12,26,16,17,10,7,22,19,15,18,6,15,11,42,22,23,10,11
"ENSG00000200142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184056",975,698,995,1382,1388,1457,1178,837,1196,884,1025,922,291,1386,1430,2221,1365,1258,1003,1269
"ENSG00000214432",10,7,16,18,15,5,6,10,24,13,4,21,6,5,10,32,13,11,1,1
"ENSG00000258665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185518",105,131,24,215,213,313,210,300,203,129,154,213,78,164,60,546,382,566,186,136
"ENSG00000258551",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
"ENSG00000258954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258765",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000258540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176463",3398,1726,1311,2496,2893,4123,2540,2654,3312,1918,1569,3334,648,3960,4028,3706,2990,2978,1747,2317
"ENSG00000260661",18,2,0,9,12,24,7,11,7,5,2,4,2,14,5,12,1,3,6,0
"ENSG00000258726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258925",0,0,0,2,1,0,0,0,0,0,0,3,2,0,0,1,0,4,3,0
"ENSG00000140557",22,12,0,8,18,8,14,6,49,4,4,16,6,6,14,22,19,16,31,10
"ENSG00000239197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258739",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000258647",76,113,46,119,278,374,114,119,90,245,85,320,46,137,192,321,108,67,50,100
"ENSG00000258676",5,7,1,3,1,9,10,3,5,2,3,5,0,3,0,9,7,2,0,1
"ENSG00000260337",10,12,10,11,24,23,27,19,2,13,8,29,2,4,16,25,14,1,10,13
"ENSG00000271763",6,5,0,3,5,5,12,4,5,7,1,7,0,1,8,2,11,3,1,5
"ENSG00000185442",1711,2392,2854,2325,4535,2986,5044,2194,5237,2410,3175,4363,626,1657,7367,2851,5314,4684,1643,3426
"ENSG00000259064",0,0,2,3,2,2,2,1,4,3,4,1,0,0,2,0,2,4,0,3
"ENSG00000253954",27,88,35,14,15,12,23,62,26,42,47,36,7,17,44,108,51,15,20,40
"ENSG00000258741",19,57,34,65,78,60,26,64,35,51,16,162,12,76,95,79,25,30,24,20
"ENSG00000240484",2,5,1,1,5,2,4,3,1,3,2,12,0,0,0,3,3,3,0,0
"ENSG00000258562",1,1,0,1,2,1,0,0,0,0,2,3,0,0,3,2,1,1,0,0
"ENSG00000260361",90,203,82,184,229,241,141,257,35,188,100,420,36,234,146,155,93,88,68,109
"ENSG00000258527",9,14,9,6,22,14,22,15,6,13,9,56,7,14,6,9,4,16,3,16
"ENSG00000258922",8,10,4,9,3,9,11,18,4,6,3,74,1,13,14,19,4,3,3,8
"ENSG00000264123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272888",3368,4600,4415,4611,3762,2906,2778,5425,3933,2539,1786,6651,717,4304,7266,4325,3347,2471,3078,3719
"ENSG00000173575",7270,9835,15236,11198,9950,15358,10150,18333,13327,8588,8750,21167,3465,11232,14578,19922,13300,8548,7268,13125
"ENSG00000264173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182175",1282,1350,298,759,1146,2005,1230,1215,1333,814,822,1210,442,2817,1669,1307,3151,1405,1607,1580
"ENSG00000258611",1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000269360",0,0,0,0,0,9,0,0,0,5,1,0,0,0,2,0,0,0,0,0
"ENSG00000258888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000212063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257060",1,0,2,13,1,8,0,0,0,0,2,0,0,0,0,28,0,2,2,0
"ENSG00000258909",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ENSG00000258787",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258631",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"ENSG00000258754",0,1,0,0,4,0,0,0,0,0,2,3,1,3,0,3,2,0,1,1
"ENSG00000258627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000258476",3,0,0,0,5,4,11,20,0,0,16,15,1,38,24,1,16,17,9,6
"ENSG00000258831",0,0,0,0,0,0,0,2,0,0,2,2,2,6,14,0,12,3,6,3
"ENSG00000222409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259724",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"ENSG00000258895",0,3,0,1,0,0,0,0,1,0,0,5,1,0,0,1,0,1,1,0
"ENSG00000212022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140563",690,591,935,1686,1279,933,723,1717,909,692,729,995,264,1008,1082,1656,832,638,566,812
"ENSG00000258632",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,2,0,0,0
"ENSG00000260359",382,180,728,906,923,644,507,794,618,502,478,624,234,648,755,1106,692,319,347,522
"ENSG00000259331",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260521",23,29,24,21,23,19,16,34,29,14,17,40,6,25,87,35,38,13,21,12
"ENSG00000270017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258433",0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000258773",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248441",420,177,31,148,130,273,100,141,254,178,80,240,31,319,189,266,178,123,283,83
"ENSG00000259134",509,340,77,245,474,513,573,465,523,303,119,946,113,1357,514,471,532,319,659,177
"ENSG00000258489",4,3,0,0,0,8,4,0,0,4,0,2,0,14,8,0,4,9,6,0
"ENSG00000222076",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000259348",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0
"ENSG00000259702",0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0
"ENSG00000247809",361,102,21,161,137,258,132,110,234,99,58,109,33,312,174,262,113,66,200,69
"ENSG00000259359",25,1,2,10,14,2,3,5,11,4,1,7,1,15,5,5,1,0,6,3
"ENSG00000259763",3,1,0,3,1,4,1,0,2,3,1,6,1,2,2,6,1,0,4,4
"ENSG00000205148",0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,2,0,0,1,0
"ENSG00000185551",17282,6255,1784,9650,10050,15637,7432,10407,11098,7824,5668,9978,2699,19244,7346,9488,8664,9239,10371,7418
"ENSG00000259275",29,7,1,5,6,5,11,4,7,11,6,6,2,25,21,14,4,6,21,11
"ENSG00000268484",0,1,0,0,0,4,2,0,0,0,0,0,2,2,0,0,0,0,0,0
"ENSG00000259614",18,5,0,14,1,0,8,4,2,5,4,2,3,4,2,13,7,0,7,1
"ENSG00000259542",33,0,0,6,7,7,8,6,5,9,3,10,6,15,9,4,2,1,7,6
"ENSG00000259312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242295",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000259534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214424",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185594",0,0,0,2,8,0,2,2,1,15,0,2,0,0,0,2,0,0,2,2
"ENSG00000223120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259485",0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259664",2,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,2,0,1,0
"ENSG00000251729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259524",0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,2,1,0,1,0
"ENSG00000259582",1,1,0,8,5,3,5,1,15,1,10,10,3,3,15,6,0,2,2,10
"ENSG00000251209",7,10,0,9,39,9,8,9,20,26,13,19,9,4,19,13,23,2,7,18
"ENSG00000259870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140450",2718,1891,1382,2514,6165,2952,3830,4758,6973,3704,1654,1750,544,3836,6340,4692,3948,2370,1963,3919
"ENSG00000259478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000258483",0,0,0,5,0,12,0,0,1,6,0,0,0,0,0,44,0,1,0,0
"ENSG00000252477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185087",2,0,0,0,0,2,0,0,0,0,0,4,2,4,0,0,4,0,0,4
"ENSG00000259507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259424",2,9,20,1,18,8,0,18,4,5,7,19,0,10,8,7,8,7,3,2
"ENSG00000140443",3161,5820,12644,2820,7493,8601,8301,11864,9301,7668,5018,18563,1483,6814,10294,6925,10101,7086,4368,8217
"ENSG00000264480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259621",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000259475",0,1,1,2,4,17,7,5,5,8,5,9,6,6,1,3,5,6,0,8
"ENSG00000183571",10,7,0,7,19,8,2,12,7,6,4,11,2,0,14,8,2,11,11,9
"ENSG00000182253",2091,2472,682,1240,1884,2906,2317,3746,3279,2074,1094,3770,822,5222,1904,1667,2969,1951,1799,1785
"ENSG00000261054",15,13,6,10,9,6,20,21,6,14,8,7,8,19,17,6,16,13,11,25
"ENSG00000103852",1171,1024,2045,1214,2092,1724,1474,1867,1505,1001,951,2339,334,1722,2881,1655,1865,1477,1170,1408
"ENSG00000261616",85,75,19,85,164,137,147,229,85,126,54,129,42,160,109,123,109,110,79,122
"ENSG00000259921",88,35,8,80,89,57,46,70,41,18,14,48,14,74,35,32,22,10,21,44
"ENSG00000168904",786,564,773,874,928,1128,764,647,1238,754,540,891,206,922,937,1084,879,961,687,656
"ENSG00000264771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259706",26,45,24,33,44,67,49,55,50,16,21,113,17,26,52,35,60,31,26,24
"ENSG00000259228",2,0,2,2,6,1,1,7,4,4,2,3,0,16,4,0,3,2,2,0
"ENSG00000268730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259257",0,0,4,3,0,3,2,8,0,4,0,0,0,6,0,0,1,0,0,0
"ENSG00000259590",1,5,0,0,0,2,0,0,0,0,0,1,2,3,2,6,2,1,1,1
"ENSG00000259760",0,2,2,0,1,4,0,0,0,0,0,0,0,2,2,1,0,0,0,1
"ENSG00000259341",1,1,0,0,2,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0
"ENSG00000068305",3843,2641,1742,4035,3601,3114,3361,3904,4780,2650,2670,3716,1266,4492,4292,5052,3968,3533,2942,4132
"ENSG00000269810",0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000241562",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201724",3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000214397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183060",584,462,276,715,897,707,965,785,642,852,396,699,189,705,851,1193,620,522,635,391
"ENSG00000221691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182397",58,31,73,85,57,88,60,51,78,47,32,156,15,16,48,71,47,58,47,76
"ENSG00000259363",118,69,178,107,162,141,124,103,152,125,88,150,9,124,69,167,95,112,48,90
"ENSG00000254744",7,6,3,3,11,15,3,3,10,19,13,43,0,0,25,1,3,4,2,3
"ENSG00000140470",222,175,65,160,290,238,264,180,170,197,224,475,82,245,218,359,304,136,237,148
"ENSG00000259219",20,13,8,11,21,46,10,8,10,46,16,69,4,18,4,14,20,6,5,14
"ENSG00000252957",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259356",0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,2
"ENSG00000189419",71,43,25,44,73,119,133,31,41,76,57,154,14,38,48,117,75,48,109,49
"ENSG00000259430",13,5,0,14,1,0,0,0,2,3,0,9,0,5,1,2,0,0,1,0
"ENSG00000154227",32,2,0,26,16,4,2,8,10,34,18,16,4,9,8,61,11,4,45,10
"ENSG00000270127",157,82,256,858,1410,1276,476,81,527,697,334,698,227,36,338,2442,787,419,342,400
"ENSG00000251819",1,0,2,10,5,14,2,1,1,5,1,10,0,0,1,14,1,2,4,1
"ENSG00000259205",20,12,36,110,258,186,118,11,68,109,96,130,55,19,31,480,130,94,33,68
"ENSG00000259540",1,0,4,9,6,6,4,0,6,3,3,4,0,2,3,16,12,2,2,1
"ENSG00000200095",0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,1,0
"ENSG00000140471",895,563,974,1608,1600,1576,1497,1027,1211,970,947,921,314,934,1389,2370,1857,1269,861,1338
"ENSG00000183475",914,385,663,1126,948,978,893,841,1064,822,693,1096,237,886,969,1404,1151,931,737,878
"ENSG00000212306",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259381",36,9,2,45,38,59,55,55,18,45,29,31,13,40,19,74,12,41,27,31
"ENSG00000259579",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232386",40,2,0,10,9,17,16,3,6,5,7,1,4,14,3,23,6,5,22,0
"ENSG00000259604",3,2,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,2,4,0
"ENSG00000184254",485,123,6,82,117,107,125,142,101,72,35,83,46,361,86,217,170,97,673,124
"ENSG00000259583",170,70,20,169,59,169,62,38,82,51,104,78,65,118,57,317,27,32,136,46
"ENSG00000154237",1560,588,587,3835,1009,3828,1061,1020,1052,851,2246,1583,1185,1940,1307,6882,939,1152,1821,999
"ENSG00000259376",2,0,0,6,9,2,3,7,2,3,0,9,2,6,1,7,0,1,2,2
"ENSG00000259755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000259365",0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0
"ENSG00000259182",8,1,2,7,4,17,11,7,5,3,0,5,1,18,2,13,6,12,10,1
"ENSG00000131873",1815,1775,1698,2134,2397,2235,2022,2694,2549,1075,1572,2483,527,4951,2185,3412,5780,1868,1637,2579
"ENSG00000131871",1491,1756,1976,3099,3474,3357,2919,1807,3682,1596,3235,2040,696,3042,3901,4203,4588,3610,2233,3406
"ENSG00000131876",1247,834,1123,1819,1690,1329,1379,1721,1283,976,1182,1291,445,2203,2205,2644,2205,1340,1269,1712
"ENSG00000259172",36,13,20,12,57,63,18,34,31,44,13,63,10,47,28,70,18,23,24,17
"ENSG00000140479",123,245,7,96,142,260,263,396,332,118,118,266,45,269,151,173,358,509,151,124
"ENSG00000259764",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184277",2320,1708,2453,2067,2932,2305,3050,2344,3607,1901,1716,2565,600,1965,4396,3579,3205,3640,1673,2512
"ENSG00000252614",5,1,2,1,3,1,2,0,0,0,0,0,1,0,0,10,2,1,0,1
"ENSG00000185418",1269,1067,1955,1483,1496,2057,1294,1721,1695,1834,1153,1991,448,1495,2048,2490,1357,1319,1225,1260
"ENSG00000238502",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0
"ENSG00000259658",174,171,187,283,169,202,132,274,234,208,85,498,24,158,238,257,91,85,98,127
"ENSG00000259660",38,116,117,43,100,171,97,100,111,118,45,174,18,37,46,180,68,64,23,47
"ENSG00000259236",26,33,22,27,45,52,25,36,39,28,1,66,3,26,13,73,21,16,26,11
"ENSG00000240927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184140",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182854",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232459",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214344",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000257109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177693",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000183909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248893",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259553",6,2,2,0,4,2,0,0,0,10,0,8,2,8,4,2,0,0,0,6
